,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
977,11497958,K01422.01,Kepler-296 A c,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.841636615,9.84e-06,-9.84e-06,135.92315,0.00132,-0.00132,2454968.923,0.00132,-0.00132,0.0,,,,,,0.026000000000000002,0.405,-0.026000000000000002,1.8734,0.0467,-0.0467,,,,1340.0,37.0,-37.0,0.033032,0.0011,-0.0005269999999999999,8.25995,0.55467,-2.5502,LS+MCMC,1.38,0.17,-0.21,0.0465,,,89.94,,,446.0,,,9.38,3.49,-3.2,24.61,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,8.321685,33.209076,41.1,5,178.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.9729,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-001-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.8660000000000005,0.066,-0.044000000000000004,-0.08,0.15,-0.15,0.38299999999999995,0.048,-0.057999999999999996,0.39399999999999996,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.725999999999999,13.390999999999998,12.807,12.6,0.789,19.1026724,9.9e-06,49.437267999999996,8.499999999999999e-05,0.18,0.35,-0.22,0.31,-0.00016,0.0005,0.00013000000000000002,0.00047000000000000004,0.07,0.12,0.16,0.13,0.17,0.13,0.0,0.11,0.08,0.14,0.08,0.14
978,11497958,K01422.02,Kepler-296 A d,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.85029495,5.5299999999999996e-05,-5.5299999999999996e-05,133.64933,0.00216,-0.00216,2454966.649,0.00216,-0.00216,0.0,,,,,,0.217,0.245,-0.217,2.8407,0.0741,-0.0741,,,,1610.0,50.7,-50.7,0.036351999999999995,0.00115,-0.000962,7.60188,0.8631200000000001,-2.68908,LS+MCMC,1.52,0.19,-0.23,0.1052,,,89.77,,,297.0,,,1.83,0.68,-0.62,54.1,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,5.971169000000001,25.069052,34.4,5,53.0,2.0,q1_q17_dr25_tce,1.11111e+31,0.9754,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-002-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.8660000000000005,0.066,-0.044000000000000004,-0.08,0.15,-0.15,0.38299999999999995,0.048,-0.057999999999999996,0.39399999999999996,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.725999999999999,13.390999999999998,12.807,12.6,0.018000000000000002,19.10269,1.2e-05,49.43719,0.0001,0.79,0.43,-0.49,0.37,-0.00116,0.00072,0.00057,0.0006900000000000001,-0.04,0.13,0.18,0.17,0.19,0.17,-0.13,0.16,0.06,0.16,0.15,0.16
996,11497958,K01422.03,Kepler-296 A b,CONFIRMED,Done,8/16/18,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.8644095,4.88e-05,-4.88e-05,131.12833,0.0034700000000000004,-0.0034700000000000004,2454964.128,0.0034700000000000004,-0.0034700000000000004,0.0,,,,,,0.763,0.015,-0.551,1.8530000000000002,0.11900000000000001,-0.11900000000000001,,,,749.0,51.4,-51.4,0.027366,0.008409999999999999,-0.00278,4.6936599999999995,11.84192,-4.16822,LS+MCMC,1.14,0.15,-0.17,0.0704,,,88.58,,,363.0,,,4.09,1.53,-1.39,30.8,13.0,-13.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,3.7295814,12.358445,16.8,5,97.0,3.0,q1_q17_dr25_tce,1.11111e+31,0.5333,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-003-20160209194854_dvs.pdf,3526.0,71.0,-78.0,4.8660000000000005,0.066,-0.044000000000000004,-0.08,0.15,-0.15,0.38299999999999995,0.048,-0.057999999999999996,0.39399999999999996,0.055,-0.067,,,,q1_q17_dr25_stellar,286.54001,49.437328,15.921,17.617,16.09,15.194,14.725999999999999,13.390999999999998,12.807,12.6,0.062,19.102672000000002,2.4e-05,49.43757,0.00021,0.15,0.85,0.85,0.74,-7e-05,0.00066,-0.00075,0.0006,0.17,0.66,-0.23,0.45,0.29,0.46,0.07,0.6,-0.32,0.48,0.33,0.47
1059,10905746,K01725.01,Kepler-1651 A b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.8786461,1.74e-05,-1.74e-05,138.41159,0.00198,-0.00198,2454971.412,0.00198,-0.00198,0.0,,,,,,0.019,0.423,-0.019,1.8915,0.042,-0.042,,,,1470.0,35.3,-35.3,0.034763999999999996,0.00109,-0.000531,13.637429999999998,0.31361999999999995,-5.06767,LS+MCMC,1.6,0.18,-0.21,0.0692,,,89.97,,,393.0,,,5.65,1.87,-1.77,41.282,0.9490000000000001,-0.9490000000000001,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,22.225523000000003,73.38995,49.2,1,57.0,1.0,q1_q17_dr25_tce,1e+31,0.3381,Mandel and Agol (2002 ApJ 580 171),,,010/010905/010905746/dv/kplr010905746-20160209194854_dvr.pdf,010/010905/010905746/dv/kplr010905746-001-20160209194854_dvs.pdf,3609.0,72.0,-81.0,4.843,0.05,-0.055,-0.06,0.15,-0.15,0.42200000000000004,0.046,-0.055999999999999994,0.452,0.044000000000000004,-0.066,,,,q1_q17_dr25_stellar,283.62885,48.391003000000005,13.495999999999999,14.405,13.456,13.107000000000001,,10.648,9.979,9.804,0.0,18.9085549,3.7000000000000006e-06,48.390949,2.5e-05,-1.21,0.13,-0.193,0.08900000000000001,0.0006900000000000001,0.00022,-0.00018999999999999998,0.00018,-0.349,0.078,0.018000000000000002,0.095,0.349,0.078,-1.3219999999999998,0.077,-0.46399999999999997,0.085,1.401,0.078
1161,11337141,K01649.01,,CANDIDATE,Done,8/16/18,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.04355245,1.26e-05,-1.26e-05,131.62995,0.00265,-0.00265,2454964.63,0.00265,-0.00265,0.0,,,,,,0.9840000000000001,0.049,-0.705,1.965,0.16,-0.16,,,,416.0,22.0,-22.0,0.030112,0.00594,-0.0118,0.13614,11.41165,-0.31936,LS+MCMC,1.75,0.14,-0.09,0.0413,,,78.42,,,613.0,,,33.34,8.66,-5.82,4.9,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,q1_q17_dr25_koi,3.2770660000000005,17.655901,21.2,1,265.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.9307,Mandel and Agol (2002 ApJ 580 171),,,011/011337/011337141/dv/kplr011337141-20160209194854_dvr.pdf,011/011337/011337141/dv/kplr011337141-001-20160209194854_dvs.pdf,3871.0,77.0,-84.0,4.744,0.021,-0.053,0.07,0.15,-0.15,0.532,0.042,-0.027000000000000003,0.573,0.031,-0.038,,,,q1_q17_dr25_stellar,284.13287,49.142609,14.963,16.401,15.030999999999999,14.347000000000001,13.883,12.642999999999999,11.977,11.790999999999999,0.004,18.942173,1.9e-05,49.1424,0.00016999999999999999,-0.66,0.67,-0.75,0.62,0.00021,0.00025,0.00037,0.00022999999999999998,0.11,0.3,0.6,0.24,0.61,0.24,0.18,0.29,0.74,0.23,0.76,0.23
1206,9761199,K01459.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_KIC_POS,0.692015479,1.72e-07,-1.72e-07,133.114177,0.000207,-0.000207,2454966.114,0.000207,-0.000207,0.0,,,,,,1.2670000000000001,4.081,-0.025,1.1315,0.0134,-0.0134,,,,4520.0,36.5,-36.5,0.355752,4.05,-0.0234,0.69589,10.99535,-0.02471,LS+MCMC,19.31,1.2,-2.02,0.0122,,,60.86,,,1057.0,,,294.34,64.86,-78.33,2.6,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3384,0.3803,q1_q17_dr25_koi,5.207069000000001,29.723515999999996,163.4,1,964.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.953,Mandel and Agol (2002 ApJ 580 171),,,009/009761/009761199/dv/kplr009761199-20160209194854_dvr.pdf,009/009761/009761199/dv/kplr009761199-001-20160209194854_dvs.pdf,3752.0,74.0,-82.0,4.747,0.055999999999999994,-0.024,-0.08,0.15,-0.15,0.49700000000000005,0.031,-0.052000000000000005,0.503,0.037000000000000005,-0.045,,,,q1_q17_dr25_stellar,287.14313,46.50806,15.692,16.982,15.717,15.139000000000001,14.792,13.574000000000002,12.925999999999998,12.782,0.0,19.1428732,2.7000000000000004e-06,46.508064000000005,2.6000000000000002e-05,-0.105,0.099,0.013000000000000001,0.095,-0.0018100000000000002,0.00041,-0.00088,0.00055,0.027000000000000003,0.073,0.059000000000000004,0.071,0.065,0.073,-0.44299999999999995,0.07200000000000001,-0.11599999999999999,0.079,0.45799999999999996,0.075
1244,5531953,K01681.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,2454971.339,0.00349,-0.00349,0.0,,,,,,0.966,0.043,-0.731,2.977,0.133,-0.133,,,,615.0,28.6,-28.6,0.030804,0.00173,-0.00804,0.10779000000000001,4.93213,-0.24495,LS+MCMC,1.41,0.16,-0.19,0.0546,,,81.45,,,445.0,,,9.28,3.07,-2.96,6.5,3.2,-3.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,4.526765,18.381264,22.9,4,196.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.0442,Mandel and Agol (2002 ApJ 580 171),,,005/005531/005531953/dv/kplr005531953-20160209194854_dvr.pdf,005/005531/005531953/dv/kplr005531953-001-20160209194854_dvs.pdf,3638.0,72.0,-87.0,4.843999999999999,0.049,-0.055,-0.14,0.15,-0.15,0.42,0.046,-0.055999999999999994,0.45,0.043,-0.059000000000000004,,,,q1_q17_dr25_stellar,291.285,40.730049,15.855,17.402,16.014,15.192,14.74,13.465,12.847000000000001,12.58,0.0,19.418989,1.1e-05,40.72987,0.00014,-0.47,0.44,-0.65,0.5,-2e-05,0.00025,-0.00081,0.00029,0.25,0.51,0.36,0.66,0.44,0.61,0.38,0.51,0.05,0.66,0.39,0.51
1264,6149553,K01686.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,56.86716792,,,157.2619128,,,2454990.262,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.50726000000003,41.47905,15.886,17.623,16.180999999999997,15.142000000000001,14.603,13.33,12.715,12.489,,,,,,,,,,,,,,,,,,,,,,,,,
1305,7304449,K01702.01,Kepler-1650 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.9990000000000001,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.538180949,1.62e-06,-1.62e-06,131.822823,0.0008960000000000001,-0.0008960000000000001,2454964.8230000003,0.0008960000000000001,-0.0008960000000000001,0.0,,,,,,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,,,,841.0,22.4,-22.4,0.033564,0.00186,-0.00655,0.62126,10.21314,-1.03128,LS+MCMC,1.0,0.23,-0.18,0.0167,,,77.38,,,602.0,,,30.85,19.76,-11.82,4.27,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,4.7806334,28.219137,47.7,1,852.0,1.0,q1_q17_dr25_tce,1.11111e+30,0.8601,Mandel and Agol (2002 ApJ 580 171),,,007/007304/007304449/dv/kplr007304449-20160209194854_dvr.pdf,007/007304/007304449/dv/kplr007304449-001-20160209194854_dvs.pdf,3364.0,74.0,-67.0,4.978,0.07,-0.07,-0.06,0.15,-0.1,0.27399999999999997,0.062,-0.05,0.26,0.07200000000000001,-0.059000000000000004,,,,q1_q17_dr25_stellar,297.72925,42.86692,15.722000000000001,17.55,16.157,14.939,14.344000000000001,12.99,12.437999999999999,12.199000000000002,0.006999999999999999,19.848619600000003,6e-06,42.86655,7.4e-05,0.09,0.24,-1.33,0.27,5.9999999999999995e-05,0.0002,0.00035,0.00022,-0.06,0.11,0.019,0.09699999999999999,0.06,0.11,-0.017,0.098,-0.68,0.1,0.68,0.1
1350,6382217,K02036.01,Kepler-353 A c,CONFIRMED,Done,8/16/18,CANDIDATE,0.978,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.41100305,2.33e-05,-2.33e-05,133.79856,0.00234,-0.00234,2454966.799,0.00234,-0.00234,0.0,,,,,,0.905,0.005,-0.626,2.4553,0.0621,-0.0621,,,,756.0,30.7,-30.7,0.030498,0.000123,-0.00542,0.57889,5.73076,-0.06395,LS+MCMC,1.8,0.09,-0.13,0.0665,,,85.99,,,472.0,,,11.71,2.42,-2.45,12.94,6.4,-6.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2107,0.5308,q1_q17_dr25_koi,4.5155106,23.186045,27.6,2,162.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.4486,Mandel and Agol (2002 ApJ 580 171),,,006/006382/006382217/dv/kplr006382217-20160209194854_dvr.pdf,006/006382/006382217/dv/kplr006382217-001-20160209194854_dvs.pdf,3757.0,75.0,-83.0,4.718,0.039,-0.024,0.18,0.15,-0.15,0.539,0.03,-0.038,0.552,0.031,-0.038,,,,q1_q17_dr25_stellar,296.85663,41.758179,15.773,17.132,15.774000000000001,15.190999999999999,14.802999999999999,13.600999999999999,12.950999999999999,12.808,0.006,19.790438,1.2e-05,41.75812,0.00013000000000000002,-0.16,0.47,-0.23,0.47,0.00047999999999999996,0.00033999999999999997,0.00047999999999999996,0.00035,-0.17,0.39,-0.37,0.32,0.41,0.4,-0.17,0.42,-0.47,0.32,0.5,0.4
1368,6382217,K02036.02,Kepler-353 A b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.79529495,3.6200000000000006e-05,-3.6200000000000006e-05,136.77974,0.0054600000000000004,-0.0054600000000000004,2454969.78,0.0054600000000000004,-0.0054600000000000004,0.0,,,,,,0.7140000000000001,0.23600000000000002,-0.493,2.272,0.147,-0.147,,,,334.0,26.0,-26.0,0.01791,0.005,-0.00141,1.59906,3.06651,-1.44946,LS+MCMC,1.05,0.06,-0.07,0.0519,,,87.11,,,534.0,,,19.23,3.97,-4.03,14.16,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2107,0.5308,q1_q17_dr25_koi,3.6537616,12.475944,14.8,2,219.0,2.0,q1_q17_dr25_tce,1.11111e+31,0.7439,Mandel and Agol (2002 ApJ 580 171),,,006/006382/006382217/dv/kplr006382217-20160209194854_dvr.pdf,006/006382/006382217/dv/kplr006382217-002-20160209194854_dvs.pdf,3757.0,75.0,-83.0,4.718,0.039,-0.024,0.18,0.15,-0.15,0.539,0.03,-0.038,0.552,0.031,-0.038,,,,q1_q17_dr25_stellar,296.85663,41.758179,15.773,17.132,15.774000000000001,15.190999999999999,14.802999999999999,13.600999999999999,12.950999999999999,12.808,0.07200000000000001,19.790447,2.2e-05,41.758,0.00023999999999999998,0.19,0.88,-0.67,0.88,0.0001,0.0003,0.00037,0.0003,-0.36,0.28,-0.13,0.43,0.38,0.3,-0.35,0.26,-0.11,0.42,0.37,0.28
1418,5809954,K01902.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS,137.8645881,0.000305,-0.000305,172.8113,0.00172,-0.00172,2455005.8109999998,0.00172,-0.00172,0.0,,,,,,1.265,35.19,-1.367,1.922,0.10800000000000001,-0.10800000000000001,,,,2360.0,106.0,-106.0,0.324187,35.2,-1.35,9.8537,700.52399,-4.97255,LS+MCMC,15.9,1.41,-2.16,0.4036,,,89.66,,,170.0,,,0.2,0.05,-0.07,215.0,107.0,-107.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,11.64278,24.076407999999997,28.2,1,9.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.7894,Mandel and Agol (2002 ApJ 580 171),,,005/005809/005809954/dv/kplr005809954-20160209194854_dvr.pdf,005/005809/005809954/dv/kplr005809954-001-20160209194854_dvs.pdf,3645.0,72.0,-90.0,4.797,0.071,-0.038,-0.08,0.15,-0.15,0.449,0.04,-0.061,0.46,0.043,-0.059000000000000004,,,,q1_q17_dr25_stellar,296.87683,41.080582,14.645,16.16,14.790999999999999,13.995999999999999,13.532,12.29,11.630999999999998,11.452,0.087,19.791795999999998,1.1e-05,41.080659999999995,0.00011,0.29,0.45,0.28,0.4,0.001,0.0013,-0.001,0.0013,0.11,0.18,0.13,0.11,0.17,0.14,0.52,0.18,-0.29,0.14,0.6,0.17
1422,7094486,K01907.01,Kepler-1009 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.35010642,2.1600000000000003e-05,-2.1600000000000003e-05,134.04612,0.00165,-0.00165,2454967.046,0.00165,-0.00165,0.0,,,,,,0.035,0.39799999999999996,-0.035,2.2792,0.0544,-0.0544,,,,1220.0,36.6,-36.6,0.031169,0.00116,-0.00063,8.85324,0.56862,-2.77545,LS+MCMC,1.75,0.09,-0.17,0.0796,,,89.95,,,403.0,,,6.25,1.21,-1.65,39.21,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2417,0.505,q1_q17_dr25_koi,6.307891400000001,33.785835,38.3,1,116.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.9014,Mandel and Agol (2002 ApJ 580 171),,,007/007094/007094486/dv/kplr007094486-20160209194854_dvr.pdf,007/007094/007094486/dv/kplr007094486-001-20160209194854_dvs.pdf,3597.0,72.0,-86.0,4.734,0.052000000000000005,-0.017,0.4,0.05,-0.15,0.514,0.026000000000000002,-0.051,0.522,0.031,-0.046,,,,q1_q17_dr25_stellar,282.85992000000005,42.66576,15.277999999999999,16.631,15.335999999999999,14.699000000000002,14.395,13.192,12.517999999999999,12.347000000000001,0.27,18.8573388,8.1e-06,42.665805,9.1e-05,0.38,0.32,0.16,0.33,-5e-05,0.00042,-0.00036,0.00044,0.06,0.13,0.0,0.12,0.06,0.13,-0.16,0.12,0.2,0.12,0.25,0.12
1453,5080636,K01843.01,Kepler-974 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.194496867,5.59e-06,-5.59e-06,134.13511,0.00114,-0.00114,2454967.135,0.00114,-0.00114,0.0,,,,,,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,,,,661.0,17.1,-17.1,0.027522,0.000575,-0.00402,1.0994700000000002,5.94091,-0.03999,LS+MCMC,1.57,0.09,-0.12,0.0419,,,85.09,,,577.0,,,26.2,5.71,-5.91,10.07,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.163,0.5825,q1_q17_dr25_koi,5.5160599999999995,40.03304,45.0,2,245.0,1.0,q1_q17_dr25_tce,1.11101e+31,0.8941,Mandel and Agol (2002 ApJ 580 171),,,005/005080/005080636/dv/kplr005080636-20160209194854_dvr.pdf,005/005080/005080636/dv/kplr005080636-001-20160209194854_dvs.pdf,3706.0,73.0,-92.0,4.747,0.033,-0.033,0.26,0.15,-0.15,0.522,0.032,-0.039,0.555,0.027000000000000003,-0.044000000000000004,,,,q1_q17_dr25_stellar,285.01309,40.220749,14.404000000000002,16.028,14.677,13.708,13.21,11.950999999999999,11.279000000000002,11.056,0.799,19.0008693,6.4e-06,40.220807,7.2e-05,-0.13,0.26,0.21,0.26,2.9999999999999997e-05,0.00018,5.9999999999999995e-05,0.00018,-0.07,0.16,0.05,0.15,0.09,0.13,0.01,0.16,0.58,0.19,0.58,0.19
1454,5080636,K01843.02,,CANDIDATE,Done,8/16/18,CANDIDATE,0.9740000000000001,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.35585682,3.9200000000000004e-05,-3.9200000000000004e-05,137.49837,0.00481,-0.00481,2454970.498,0.00481,-0.00481,0.0,,,,,,0.912,0.051,-0.667,1.55,0.184,-0.184,,,,177.0,23.5,-23.5,0.015018,0.00288,-0.0032,1.28201,18.4381,-0.9608899999999999,LS+MCMC,0.86,0.05,-0.07,0.0552,,,86.26,,,503.0,,,15.1,3.28,-3.41,13.99,6.9,-6.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.163,0.5825,q1_q17_dr25_koi,3.693264,9.861219,9.2,2,154.0,2.0,q1_q17_dr25_tce,1.11101e+31,0.9794,Mandel and Agol (2002 ApJ 580 171),,,005/005080/005080636/dv/kplr005080636-20160209194854_dvr.pdf,005/005080/005080636/dv/kplr005080636-002-20160209194854_dvs.pdf,3706.0,73.0,-92.0,4.747,0.033,-0.033,0.26,0.15,-0.15,0.522,0.032,-0.039,0.555,0.027000000000000003,-0.044000000000000004,,,,q1_q17_dr25_stellar,285.01309,40.220749,14.404000000000002,16.028,14.677,13.708,13.21,11.950999999999999,11.279000000000002,11.056,0.02,19.000874,2.9999999999999997e-05,40.22031,0.00033,0.1,1.3,-1.6,1.2,-2.9999999999999997e-05,0.00022,0.00033999999999999997,0.00021,0.8,0.67,0.39,0.82,0.89,0.64,0.79,0.79,0.93,0.75,1.21,0.66
1491,9573685,K02057.01,Kepler-1074 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,5.94565516,1.6899999999999997e-05,-1.6899999999999997e-05,133.99358999999998,0.00214,-0.00214,2454966.994,0.00214,-0.00214,0.0,,,,,,0.22899999999999998,0.228,-0.22899999999999998,2.1604,0.0711,-0.0711,,,,401.0,16.6,-16.6,0.018129,0.000731,-0.000472,4.8627199999999995,0.9842299999999999,-1.5285600000000001,LS+MCMC,1.12,0.06,-0.07,0.0536,,,89.37,,,568.0,,,24.71,4.95,-4.57,20.87,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2238,0.5081,q1_q17_dr25_koi,4.6647468,26.828834999999998,28.5,1,227.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.2667,Mandel and Agol (2002 ApJ 580 171),,,009/009573/009573685/dv/kplr009573685-20160209194854_dvr.pdf,009/009573/009573685/dv/kplr009573685-001-20160209194854_dvs.pdf,3974.0,79.0,-79.0,4.7,0.027000000000000003,-0.027000000000000003,-0.06,0.15,-0.15,0.564,0.03,-0.034,0.581,0.032,-0.035,,,,q1_q17_dr25_stellar,284.47652999999997,46.252579,15.026,16.412,15.052,14.432,14.092,12.876,12.210999999999999,12.073,0.107,18.965119,1.1e-05,46.25277,0.00011999999999999999,0.61,0.41,0.7,0.42,-0.00025,0.00016999999999999999,-7e-05,0.00016999999999999999,-0.13,0.14,0.0,0.16,0.13,0.14,0.01,0.15,0.42,0.18,0.42,0.18
