Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,10/23/2012 14:10,0.003102,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,11/21/2012 04:33,0.003146,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,12/19/2012 18:56,0.003191,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,01/17/2013 09:18,0.003235,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,02/14/2013 23:41,0.003280,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,03/15/2013 14:04,0.003324,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,04/13/2013 04:27,0.003368,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,05/11/2013 18:49,0.003413,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,06/09/2013 09:12,0.003457,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,07/07/2013 23:35,0.003502,,,,
Kepler-737 b,19h27m27.12s,291.862979,46d25m44.98s,46.429161,,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,Transit Ephemeris,0,1,0.000000,28.599131,,,0.000000,0,08/05/2013 13:58,0.003546,,,,
